health_risk,fatigue_risk,alcohol_risk,emotion_risk,safety_knowledge_risk,experience_risk,skill_risk,accident_history_risk,violation_history_risk,distance_risk,stay_time_risk,overlap_risk,authorized_risk,ppe_fastened_risk,protection_eff_risk,visibility_risk,sign_visible_risk,alert_perceptible_risk,hazard_type_risk,impact_range_risk,stability_margin_risk,device_abnormality_risk,sensor_coverage_risk,alarm_effect_risk,wind_speed_risk,illumination_risk
0.8398066192959103,0.4359971368793462,0.0,0.3876950119117558,0.30883774472442116,0.9150282669402201,0.7,0.0,0.0,0.14497335469007736,0.6087873210510265,0.5547534753496335,0.0,0.0,0.25794250876535507,0.364958779762097,0.0,0.0,0.5,1.0,0.16593905720098057,7.826275606653432e-08,0.18117739092455398,0.7190414786156658,0.4539470020336333,0.1776128389807723
0.1985085059791334,0.5055788635676156,0.0,0.2234731473994468,0.37411426198530795,0.7270891593360864,0.7,0.0,0.0,0.07621708254712642,0.2616012842332171,0.5713969974641204,0.0,0.0,0.30356269186066187,0.5548715769043271,0.0,0.0,0.7,0.26843561963423324,0.4221342695918563,0.0,0.2319372645457014,0.5942564276706692,0.0581995077315224,0.09901778492419133
0.7365464412481304,0.3993348837670043,0.0,0.3535750851209658,0.34438848817168466,0.9891283988985964,0.7,0.0,1.0,0.17225592587954683,0.2248820245236855,0.044542804713866485,0.0,0.0,0.09022041875524667,0.08962628092907143,0.0,0.0,0.9,0.2319091623596911,0.27937159895179564,0.4674229288859167,0.2133357394042953,0.7883668730131465,0.0,0.3935488243688783
0.4208170282754615,0.4591219595139388,0.0,0.3647423956798631,0.4581302478247562,0.9795023797182183,0.4,0.0,0.4,0.5327461857603624,0.16497944869753253,0.267678381230808,1.0,0.0,0.3604753153792085,0.5971279696884947,0.0,0.0,0.5,1.0,0.17782843523888792,0.6682058337448336,0.14300810527489904,0.654051589667297,0.016564525735126658,0.07474338549731097
0.3351180259713039,0.22926084803505,0.0,0.45016271220648363,0.1774168064342666,0.9771172348064635,0.1,0.0,0.0,0.0727932999240012,0.3392618596087811,0.3681370463413388,1.0,0.0,0.2297424079781012,0.24645625044545316,0.0,0.0,0.5,1.0,0.3856833812352908,0.12344450752809699,0.06390378738945324,0.11311970096539359,0.15053986687592288,0.038889050338275055
0.46055311893890094,0.2909149096333492,0.0,0.45885268140356983,0.4230326049955543,0.9436495753305539,0.1,0.0,1.0,0.29681877557616426,1.0,0.21681403570931218,0.0,0.0,0.04940222919688653,0.29704171124583334,0.0,0.0,0.7,1.0,0.505998735679119,0.7009242016683193,0.10629761530167714,0.24085402549173696,0.4114252179300662,0.10001838621798775
0.7250113330849207,0.457013567279996,0.0,0.3102763539248913,0.3067204732462313,0.5247609662423007,0.4,0.0,0.0,0.09554011066800469,0.56401184205481,0.5408715035733711,0.0,0.0,0.5681104978840844,0.4113080217023869,0.0,0.0,0.5,1.0,0.13399189245948362,0.5912193104444112,0.16512573190547153,0.8557271026612736,0.0,0.03942449399123227
0.7400544842383727,0.5075026257898706,0.0,0.22095723167503434,0.4968058139889868,0.9409891369948513,0.4,0.0,0.4,0.07707263870442721,0.6632602417895622,0.21207851318877785,0.0,0.0,0.8332980162532264,0.17343792737513963,0.0,1.0,0.5,1.0,0.25014960075652426,0.06790329181836009,0.19848530596546654,0.219823164338648,0.014633560810922352,0.13494196221167465
0.8945211728773478,0.46874610938212913,0.0,0.29186315085894565,0.20629734157864799,0.880355336755847,0.1,0.5,0.4,0.3921172809096422,0.6811421764347683,0.11336125202668357,0.0,1.0,0.8038036591405581,0.26051428444375224,0.0,0.0,0.6,1.0,0.7388068247736452,0.13045075464086509,0.1323341996592421,0.9929382473409779,0.0,0.15193613771679337
0.18986701739171097,0.43023556772813776,0.0,0.3135527969329145,0.3960247022613962,0.8063174868937308,1.0,0.0,0.0,0.058051279797338554,0.8313117498460106,0.10925100888804716,0.0,0.0,0.7376359700559129,0.34399308379981397,0.0,0.0,0.8,0.61562581069422,0.28421557546249787,0.46498361500366603,0.1192612383849112,0.6094783890368857,0.0,0.44655026233861606
0.8483312912011733,0.4553482413609691,0.0,0.39168623415809956,0.297517415191198,0.7132842283410823,0.1,0.0,0.0,0.481893364446727,0.2012978348140713,0.3245660419778815,1.0,0.0,0.4482338560345497,0.48097795433082624,0.0,1.0,0.8,0.18499580842730248,0.10023856603504766,0.6952315104205854,0.2934658448109295,0.780379817767928,0.10181563878240203,0.43825855612604525
0.7635315709894064,0.6223246218708003,0.0,0.2912514977215549,0.22622548497944295,0.9859273764511379,1.0,0.0,0.4,0.8787914968081556,0.5143471215002035,0.1349862261637697,0.0,0.0,0.35963049559082294,0.1016033907296443,0.0,0.0,0.5,0.3180757126836503,0.42629601322673827,0.7551972812441573,0.14326637899276162,0.7388007840719233,0.0,0.01941956779025167
0.40310044913535625,0.2681009748484709,0.0,0.22323347722148834,0.3332296810779718,0.6114729066892843,0.4,0.0,0.0,0.05483554422166481,0.7385846569867448,0.2594970272122895,0.0,0.0,0.43362404676591293,0.3571289009189973,0.0,0.0,0.7,0.10558704222865295,0.24202073368872612,0.37055632750165607,0.3150768974914486,0.16961960927500763,0.24178465948807873,0.08241847291664373
0.18005360914903967,0.9908546333680568,0.0,0.1694539907035797,0.40386086913515074,0.7836469748502991,0.4,0.0,0.0,0.1288338610991729,0.5498437962860894,0.17037500462971833,0.0,0.0,0.8434539111001638,0.3234311082424399,1.0,1.0,0.6,1.0,0.280791169941354,8.600261337136339e-08,0.062485920493901115,0.7735474287115606,0.0,0.0773505840344646
0.6175671199117743,0.523346725499137,0.0,0.21648561882973893,0.3675600646777417,0.3154460933205846,0.7,0.0,0.0,0.22117507013812052,0.12191014289592653,0.32057493422565386,0.0,0.0,0.31915212726173714,0.20478249378284463,1.0,0.0,0.6,0.4472855291718875,0.13257401286338122,0.7019610050086555,0.2703271135599876,0.2866421961262158,0.32156613007887475,0.26206159437887955
0.3624003277921546,0.7319051822404962,0.0,0.28222708023361287,0.39224393221786924,0.9784104364414395,1.0,0.5,1.0,0.054982933875003095,1.0,0.4383234623895177,0.0,0.0,0.2240693706897291,0.06974437291592983,0.0,0.0,0.8,0.6205494232418373,0.2549966536300061,0.0,0.10233945962572888,0.27437385935317815,0.15035618014305294,0.156910157740892
0.7893277922964375,0.38263862912564345,0.0,0.35898179302425426,0.3786094929278295,0.824917520899211,0.4,0.0,1.0,0.6289727500693194,0.13863524702372704,0.00846966204652444,0.0,0.0,0.513692935674673,0.08463483397410232,0.0,0.0,0.5,1.0,0.2864850431390834,0.43232281010058177,0.15771414543974915,0.714210231688475,0.0,0.12017462324520956
0.670572443144525,0.2864033829507989,0.0,0.2848049809440376,0.2628732844184386,0.5983098484366701,0.1,0.0,1.0,0.3836476600528611,0.6927265605835302,0.1199900112505629,0.0,0.0,0.033302850280725216,0.16749839009794332,0.0,0.0,0.6,0.6054192075972815,0.5689981921599361,0.26474623886193727,0.3184680660122571,0.24525749492437265,0.2728819831568109,0.046692850258887475
0.5171135910728911,0.8034654581052706,0.0,0.13869969872003562,0.3567422510796123,0.6282233587100461,0.7,0.0,0.0,0.17404253311637738,0.3868260558933868,0.6150339185891284,0.0,0.0,0.6953221529660858,0.4923568686122446,0.0,0.0,0.8,0.387548615577475,0.2843881669616225,0.0,0.10577965204935458,0.3094817348904797,0.03775664844095701,0.14833317850666738
0.9461438779046866,0.31648384257094664,0.0,0.24608118018988834,0.3251672729363465,0.5099341567043885,0.1,0.0,0.0,0.06831215478402428,0.27457547786656344,0.21465010903517076,0.0,0.0,0.31240068386759545,0.39171747134532375,0.0,1.0,0.7,1.0,0.05847333255122622,0.8639342416911939,0.25024056226726266,0.40970447872755533,0.21613986702003354,0.030421571437423855
0.9906324357058292,0.23650695167616337,0.0,0.26183489827972206,0.2874883768431926,0.6244323809639436,0.4,0.0,1.0,0.10702482096517064,0.22642949895925793,0.22649826373547957,0.0,0.0,0.060204442550939485,0.07945040904452771,1.0,0.0,0.9,0.12302652031474678,0.16204214275055395,6.691564797164893e-08,0.03220250905039901,0.8528358717832549,0.05319003883166333,0.3145827601897939
0.1301573372348528,0.5516726230707522,0.0,0.21660315967969967,0.3041790750244593,0.9252397413514694,0.4,0.0,1.0,0.40427514859483094,1.0,0.25901301287566697,0.0,0.0,0.5525809728629805,0.5313104797784125,0.0,0.0,0.7,0.2831169077051049,0.34350640769313745,0.5343473773156664,0.28959659602112575,0.15455319979296211,0.0,0.37708466022681386
0.28066691294439927,0.2843823344557353,0.0,0.32209780600452564,0.3669219210474376,0.9509693577859316,0.1,0.0,0.4,0.3369694801505781,0.22206599351118408,0.2965754792053459,0.0,0.0,0.47916279307365095,0.43397740687100905,0.0,0.0,0.5,1.0,0.25223129753872053,0.0,0.14887323072684966,0.06971376410027108,0.027673296247648426,0.5415042340655363
0.3815499746711124,0.3402348798288811,0.0,0.2637134818170559,0.3345793245425104,0.0,1.0,0.5,0.4,0.07356558409414225,1.0,0.3890531481377916,0.0,1.0,0.24644279126416913,0.2040568371690621,1.0,1.0,0.8,0.05181739531123785,0.2087011266546578,0.7240890781005768,0.09770434158684849,0.4199255206954001,0.4255410749343126,0.3568007855061167
0.36554817447487686,0.46616322862357107,0.0,0.12249151178191409,0.4197492487111175,0.7606733023064722,1.0,0.5,0.4,0.07802185511921823,0.10316417789606623,0.6695710273373693,0.0,0.0,0.35756339943861615,0.3859341956824879,1.0,0.0,0.8,0.02953270758973649,0.015232777564382127,0.7760471565934363,0.1810794351642735,0.40560667703896036,0.0,0.037987941497696354
0.14002506843870266,0.18346769706327698,0.0,0.24923789078274516,0.3711835801784591,0.5104995945429669,0.7,0.0,0.0,0.2739684569622221,0.3361108390385573,0.3888384357175453,0.0,0.0,0.6347468401004979,0.022535498869517223,0.0,0.0,0.9,0.13642243699438472,0.2715766486872695,0.5765416220641902,0.049266708211397225,0.9598294136413371,0.2183938406828571,0.10372764770482357
0.9886465734785364,0.24276571427313745,0.0,0.2552327476860833,0.2212718374879752,1.0,1.0,0.0,0.0,0.08753298974847622,0.6597438185574983,0.40686979382840954,0.0,1.0,0.5528892386067004,0.23637071094750683,0.0,0.0,0.5,1.0,0.1374766802337969,0.4246431656988163,0.06309384300836851,0.5366925973994428,0.028555903190968967,0.590916504670187
