health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination
0.5639286916781413,0.5321144931987314,否,0.6141234794991617,0.8273856736222248,5.568172072568572,中级,无,无,16.274338429918345,32.39482289934816,0.2622536173873407,是,是,0.7902271346935517,车辆,15.648566182761845,0.5738449638488726,1.3518825056456748e-12,0.7569322847815059,0.5731517620714379,3.09631317986768,0.30251826687250755
0.6407920776121995,0.3277200061143941,否,0.7629080423263759,0.7872680053977524,5.14186848627755,中级,无,1次,34.917948977111536,62.36271574643927,0.6790581838227412,是,是,0.4535555966218113,配电箱,19.866220766508395,0.4080579753332274,0.09023603975824912,0.6977635745441917,0.7637801979361686,2.9992406588129645,0.6623459603000175
0.030706542930981396,0.32087349059402326,否,0.6835838477183331,0.7861194089173955,3.6892066938233485,中级,无,无,28.302913907791012,33.09725545038586,0.2335461775803875,否,是,0.93115276986925,深基坑,14.833270918525246,0.7347921031096853,0.11780384501465464,0.7763846546143097,0.48339928123612413,2.6032491834063114,0.3608713151776806
0.8550676565302044,0.5157390567277418,否,0.7670723056607984,0.7162592553271847,21.84696707518696,中级,无,1次,45.86650216830945,24.246336750928617,0.07792221282517613,是,是,0.8548781569262508,配电箱,16.12825991762877,0.845238858348269,0.4277062289711052,0.9635405435728263,0.9039627662319094,3.4462667010287342,0.11232896662615213
0.40088183801464033,0.28335328898792794,否,0.7380032662244899,0.9156926844306391,9.659647254137159,初级,无,无,23.73091913852334,71.09193711500212,0.22767775458020958,否,否,0.8041976913287382,高支模,2.664316020045422,0.4551483227839465,0.11919754654519733,0.6784164650158493,0.622861385481074,3.1297851120782303,0.5866547260772209
0.8392766464646451,0.33507065461107927,否,0.6544752763689354,0.6947106109699315,10.89383111773273,初级,无,无,13.345156876655603,24.40674759962216,0.3930210040335779,是,是,0.18335605204013875,车辆,4.700293843364091,0.41748979634258176,0.11903797069506851,0.6656246360101636,0.2667360682174671,2.4780087521290075,0.8258353079263505
0.5285314348100305,0.17041767506210748,否,0.7593671383777166,0.7226222826148738,0.06525446306122337,初级,无,无,15.329146553161218,39.86687136037702,0.3273673887776568,是,是,0.5761798520730292,塔吊,10.345817285158756,0.632009427648919,0.06053060750756626,0.5820087208877494,0.32795503530722236,4.307510165135296,0.5996905872725101
0.8492796849450657,0.3968567889531699,否,0.5047525239779114,0.8584702004052677,38.25337413909857,无证,无,无,16.620914740073967,48.305023238978485,0.005836211368777318,是,是,0.8407871545173901,塔吊,19.298987387907413,0.5278166626077808,0.12881297987056428,0.6893106011106578,0.7059513512219433,4.911846867184902,0.9592438590232679
0.16434078218514386,0.30149485428425754,否,0.6396778012729927,0.6469696185335894,1.6219027443478606,初级,无,1次,30.172396455440744,28.77751172121575,0.2826816308821224,是,是,0.8461576455428711,配电箱,1.4197745563382913,0.9999987070210079,0.1508663091049468,0.8455460283436362,0.50509148535885,2.0519501869927446,0.6990760533308956
0.27141034793740276,0.39632744946756543,否,0.9552998292789411,0.6943757699775006,7.599763232284667,中级,无,无,12.497549115831934,42.78740241348792,0.0030268551204180125,是,是,0.48578027478894825,高支模,15.510351151279293,0.7675278759347652,0.012393583349113405,0.740364189453043,0.6078130346296786,5.3663556417142395,0.7666561116884569
0.7896670150747188,0.2557402117952192,否,0.8872356057629658,0.7936116561079084,1.024516005135721,高级,无,无,16.493484423708207,73.90114118713893,0.301603045735252,是,是,0.7281461546906336,塔吊,20.78938391673183,0.5802421693909455,0.32694187914225625,0.7365030015035399,0.12274947035140722,5.1864432077242775,0.8061153379270668
0.6216497225160915,0.5010166032535434,否,0.7499427423852796,0.6227816673738679,5.66433698283841,初级,无,无,18.541879667763855,31.600767824853172,0.5349997840355278,是,是,0.5671411988398264,塔吊,0.8568691239381149,0.7779444164447225,0.6195336649658308,0.835377607870728,0.6773392652237454,3.115565196422518,0.7247782520144843
0.6015183011537544,0.6711358764948262,否,0.5652978362238943,0.797445360191443,5.55037784712361,中级,无,≥2次,24.970434675623597,20.501789265576456,0.2945632649312899,是,是,0.8851761296465738,深基坑,10.857603179148393,0.6675761768428318,0.3651581413006744,0.8805206251275001,0.5383996505285308,0.7059525773281363,0.827673553925324
0.8607020232269572,0.5347238216689467,否,0.6802869566192007,0.7256598017208497,2.7273368897194143,初级,无,无,29.296051367622603,38.877455919013144,0.05164422313705448,是,是,0.26370683076631146,高支模,48.09158696139574,0.059097784945258476,0.18363788741451856,0.9480547383839264,0.47749389732754965,1.642573211752588,0.9691526390553912
0.6346668737944283,0.5522230155626748,否,0.6734235101393582,0.7618821036325336,4.625266480651984,初级,无,无,22.054639183935596,34.973075694878595,0.0783112913842432,是,是,0.9298651981929247,车辆,24.524984396707232,0.392325193925975,0.29667171215401855,0.6889022059229073,0.4334551156514805,0.2958933564493222,0.6869511088839426
0.7514552573129573,0.20549115957811306,否,0.6604600969444646,0.9741971468666807,18.719864001590814,无证,无,无,22.039465036278195,4.284664006756993,0.03914115762578677,是,是,0.23863120385414133,高支模,13.85558989974596,0.9999998792876708,0.47756674833409196,0.6942499163061548,0.6996030538406247,3.849496147272122,0.6624444387845314
0.2518276240739071,0.3305417622917721,否,0.5918952572475655,0.8612617503636271,24.178094621915918,高级,无,1次,45.92332214044289,34.26948637954364,0.16261790330541595,是,是,0.5322171723781209,车辆,10.961081958790714,0.29762413411117866,0.9466640406859437,0.4012864590005364,0.508673586915936,1.386988992282952,0.8987090399866536
0.1556056398770915,0.09216510649622903,否,0.8574375065083624,0.766481256851615,6.451262473834709,初级,无,≥2次,32.65130232976354,18.23019092805184,0.04718207459099956,是,是,0.7592233604694076,高支模,20.701683586838406,0.9999998252192627,0.15491220301486275,0.5093331512711308,0.4759403187909925,1.447210231628505,0.5579156247923457
0.8481983887903253,0.32472232397362366,否,0.6284895063081435,0.7463929032762295,9.111558466782451,中级,无,无,31.217811075064525,92.15328623895519,0.5566247130881884,是,是,0.6954882252880193,车辆,38.17846718829777,0.5057853564772385,0.32604184422848864,0.8985152005244994,0.7163643596026682,3.17457080214287,0.6303419389768891
0.8550890137549704,0.41576544621371275,否,0.8617572956005669,0.7871958215136007,12.848884881277236,高级,无,1次,20.57014198012446,69.67267467056296,0.04457823431827168,是,是,0.8672949302261492,塔吊,2.8966037825234285,0.9999990528545853,1.3421094325985119e-12,0.8241675746748259,0.5651812135723912,7.952403127201171,0.31403418363968216
0.4628871659547236,0.18606014225460107,否,0.5525000056432032,0.8285761586948465,1.6080371355633858,中级,1次,无,27.613530259458052,20.599705117332853,0.07860570284630873,是,是,0.5334118947964412,塔吊,12.424283779041673,0.38478411482067126,0.22517233679593254,0.8270650500207004,0.7211673552577651,6.265747576613402,0.5596003791569755
0.17816185295323744,0.2553972394625285,否,0.7432583277504552,0.8683081480246052,9.273186684236862,初级,无,无,33.06623626436011,94.47446489271667,0.039160643109455065,是,是,0.6922888824392053,高支模,25.871152680088333,0.9999999618880231,0.0,0.8793687640636625,0.5323544443334179,6.4710876122940935,0.2818386365796995
0.5288744516952931,0.15810293411143542,否,0.5317325557495852,0.8190436725418078,0.15781815824089984,中级,无,无,17.575459951496086,20.125152334782204,0.14867707031511596,是,是,0.2807706583645993,深基坑,2.902809962372448,0.26307754164893277,0.3573992733403474,0.7551707319197649,0.4646654238017265,2.2679410263024975,0.6431053884205626
0.6021851720953864,0.6192663665525991,否,0.5354976724819831,0.5938654576975488,9.547610779569668,高级,1次,无,13.844855957854904,16.439922831889167,0.551389216198374,是,是,0.7790835105473778,高支模,17.55240727603221,0.385716385756026,0.0,0.6726635523138302,0.3906406075518622,4.349188300808937,0.8226022894147633
0.4698466408126358,0.21320242673794385,否,0.723541603830003,0.8670664008537718,4.378755791908273,初级,无,无,15.00765399671111,18.810382170995126,0.6501704817259946,是,是,0.7448822390422789,塔吊,29.834847420355626,0.7378043562824058,0.045623084290533536,0.672711934100207,0.27978072824519246,0.32099785083502747,0.30496677737313116
0.4284729332779186,0.20391858564436577,否,0.7322515417848421,0.8884555384211891,7.724381068515762,初级,无,1次,23.4635607768784,29.839039228393922,0.2497375104083367,是,是,0.4140907898792221,塔吊,21.629904756563437,0.41178168822864414,0.29260717420285176,0.8062840933477595,0.44762127634705656,1.674657817954417,0.7916826773050453
0.7072134351133217,0.5488376129099787,否,0.8094326864477153,0.7936779398149119,5.765138621741888,初级,1次,1次,12.210963981176729,85.29609883251794,0.36001682624990416,是,是,0.5505030419106418,车辆,3.8853256265914093,0.8752532594947362,0.2538653235937467,0.8619882633658317,0.8786739670092311,4.387513539827562,0.9023626798509324
0.6437558802812045,0.3564586164892564,否,0.6699799167966765,0.8240651458098267,17.986045042188778,中级,1次,无,34.674686006302416,16.507180337697296,0.3405901582131037,是,是,0.6053430335007108,高支模,0.8435220125856863,0.6295766249516954,0.0,0.835901137746798,0.6822789345502287,0.807337960378292,0.5759932280668172
0.9052590822824613,0.4083735624311973,否,0.745926827370493,0.7364794389297614,13.40081970976724,初级,无,无,6.609034695541672,52.175270671602526,0.03210775393763968,是,是,0.4595917980142255,高支模,0.8992259421429679,0.6395505839084187,0.1731695447441301,0.9328528865082744,0.4201414203316447,0.7767914555960298,0.9072519125679128
0.5665665298024658,0.48123433106323077,否,0.7576262704499116,0.7711031379448116,3.4642077149099197,高级,无,无,39.036168592447666,44.61027743834991,0.24036976363364246,是,是,0.733582074309698,车辆,0.5054130914831788,0.691394874019977,0.20845023484752112,0.8571538584332974,0.5249846905055995,1.7922895646943968,0.3529715469502873
0.8667115760140519,0.3346890379722407,否,0.8424765795952612,0.590800736056757,15.904114627137174,初级,≥2次,1次,22.304933080984455,32.43812491436554,0.24151155296076343,是,是,0.38016715922790584,深基坑,3.8170231766116416,0.8174741245085853,0.0,0.95534450009773,0.7576304798276714,1.4423602661921897,0.5087932221194217
0.4513536509732071,0.1795488297766398,否,0.629330551216356,0.841456754290547,4.621418557541355,高级,无,1次,16.19762399527537,29.72485746322049,0.027786704437527125,是,是,0.786657501852444,车辆,0.7545173920465374,0.9999994966405236,0.29912039658403117,0.6638140195408565,0.2965209139060224,2.9728437795810905,0.43336792504282956
0.9056418001864579,0.33829139951054926,否,0.7617833729653105,0.7409887441668369,6.357277418197565,无证,无,无,16.428705890945484,26.51020953736556,0.07361967735422352,是,是,0.5417649973590973,深基坑,17.868677155351392,0.9257837338985823,0.3798252217718271,0.5876513073164117,0.8338292359231814,3.0440577776268674,0.4034363630637467
0.8135340307427573,0.27938007409962007,否,0.7966550115119231,0.7791499831738407,15.453166222055204,中级,无,1次,21.49861446496602,29.826280922185635,0.06741064864575173,是,是,0.8618176978530444,深基坑,25.020004488291246,0.5480594440598953,0.7595446836169327,0.7680870824279524,0.7488149679068579,1.7129383861539509,0.6612762073661015
0.616785412049716,0.30113757075039554,否,0.7502732084160845,0.8781230380308864,20.702332722274242,中级,无,无,33.32557838805218,51.4623454142878,0.30499823213101723,是,是,0.890017751903491,高支模,7.01891777788451,0.6131858240618853,0.5722806178945219,0.7324981044077223,0.3775752568311124,1.5653508515598678,0.9358583536714252
0.21724124140559636,0.3225712858139552,否,0.6371515288283213,0.571721361357798,23.814667657025513,高级,无,无,12.077755336976713,40.340616034114646,0.34864813677646356,是,是,0.6564467804051162,配电箱,35.76138576432419,0.9753720353149482,0.6723287935900792,0.8959556341642925,0.8185168296776305,2.026107421866266,0.5286058378645812
0.7170455392100108,0.2201229754951701,否,0.6821426423684603,0.6544893375907892,3.1118623660171068,中级,无,无,18.179052884714956,22.809251647214044,0.05444841185206547,是,是,0.3034755382577365,高支模,15.27492272715357,0.7236115789685871,1.0302949779591543e-12,0.7236634611909187,0.057222898100683595,2.513583592524738,0.47071059186560466
0.4437048898973284,0.28246636833284094,否,0.7629738136211685,0.9360077733713721,8.893215829608536,初级,无,无,24.552735139512002,6.424118726246992,0.10618245535995591,是,是,0.8182369298793033,车辆,3.0231788142287845,0.24724384372604652,0.2975754185101655,0.7320093760078206,0.2271916371449108,1.5113676694966736,0.5760581812285281
0.8851226580240317,0.23888531821158698,否,0.7016407862139176,0.6615903126955839,2.9743229845157053,中级,无,无,22.360728850181296,58.80849547254995,0.021500698359863225,是,是,0.8251002177214235,配电箱,3.9226794704010115,0.7765963116861253,0.4254835319813182,0.6357548027439499,0.8469651623494922,3.5497127153200214,0.940267358918534
0.5238827298440651,0.48922023852927476,否,0.5854879875944838,0.6931359462067276,22.702802229732626,初级,无,无,21.968016936535108,29.176305680174167,0.28684604051100926,是,是,0.45699535783075584,车辆,21.477836241800702,0.9999994073834884,0.5277005541685876,0.9224407277827795,0.8968945823632255,4.750893816608941,0.5452214444256079
0.7384210669047584,0.12569427243546083,否,0.6397498335745342,0.8114874927494881,11.05781511479317,高级,1次,无,17.799851534879505,62.38748276082315,0.13210001497085322,是,是,0.2693470672713846,配电箱,6.34672111811105,0.9999983720502976,0.1655890325773067,0.9172266169091237,0.7124198193887272,2.692965707781817,0.3442015300595997
0.847797935362282,0.18398077711847594,否,0.723705591324414,0.8906012295225223,13.78975149757869,初级,无,无,50.82132928107191,51.13261686590493,0.2579117253182216,是,是,0.7337720991412128,车辆,38.75654076434523,0.9181513660002852,0.029004053623820115,0.6025320770147431,0.5044438247791138,1.982895476776564,0.5921827528249192
0.27182533479661186,0.32768414565567167,否,0.6813769622938672,0.562313836310402,1.2079714431165578,初级,1次,无,59.270659399254484,12.769292068569378,0.2834885748241782,否,否,0.6696790455751428,配电箱,22.785760858931617,0.8420052967308777,0.09758133430794147,0.9851654123918789,0.34477736457391456,1.561816952914305,0.1588618932220022
0.5717441022818217,0.14638886204491322,否,0.710491063953509,0.9162152678070151,1.162134593855316,中级,无,1次,18.36190279880907,18.762995069103276,0.43176609358713863,是,是,0.8962634176958386,高支模,48.33948991977331,0.8823250630032621,0.34159933238836704,0.884561258357962,0.8520690185823121,1.4991185078432492,0.7811728190416203
