health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,visibility,sign_visible,alert_perceptible,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination
0.7673287178890545,0.5577353024661323,否,0.9108192690845477,0.6668579094964425,10.735184501120763,高级,≥2次,≥2次,5.26848317560507,43.3193241133745,0.6065294965541757,是,是,0.3162712254438541,0.5130098392877646,是,是,配电箱,37.29244073374114,0.5722467701972823,0.29404007934241017,0.6553672656018221,0.5871127286459583,3.850395195341423,0.9716240972471036
0.3686255475476292,0.19917332659273942,否,0.6054843030324015,0.5356582637316046,18.557945804532757,高级,≥2次,≥2次,7.447425823484082,33.28646065696104,0.09329060601205624,是,是,0.7087531446085172,0.6710781935929533,是,是,配电箱,23.305365483283015,0.8151195215855036,0.5728322039447186,0.9002047656259438,0.799030614103031,3.1503021791523773,0.5859032551688872
0.46735100157404247,0.19880307613709647,否,0.6094689919506698,0.600439512839459,2.1178428851372164,高级,≥2次,≥2次,6.602703670796473,72.75931304075152,0.14177860641635273,是,是,0.5749755414622562,0.7284174317039573,是,是,配电箱,11.492151578102597,0.36388250314138426,1.3331934557089704e-12,0.840535813640397,0.9641768130900101,1.5521817209364603,0.5243936172340685
0.4417982664801609,0.29001206048181805,否,0.7718673259918609,0.67783724234969,5.952646501613713,高级,≥2次,≥2次,9.282302406209055,22.050632095766623,0.4001801693927726,是,是,0.7647757143533244,0.7648760235271364,是,是,配电箱,19.735076987122344,0.7667327005371516,0.5527189763253213,0.8766359126754342,0.44158867064174445,2.3078465273537967,0.6472271283805009
0.672292708831342,0.33271707786633725,否,0.6591888376499991,0.6821652270102696,9.731150439812472,高级,≥2次,≥2次,7.8846127350698225,27.819809276919823,0.2892329977151447,是,是,0.57967414536036,0.6810536743657797,是,是,配电箱,15.439493038499606,0.39399238915342244,0.21464787255776124,0.9411130758102694,0.3512087533347979,1.8645761934604859,0.7788791398267064
0.8184496920468882,0.392314346228178,否,0.7105374565193633,0.5355108945124929,16.014057676425754,高级,≥2次,≥2次,4.920851965143811,12.190389477191328,0.3399930972536523,是,是,0.5855206097336341,0.8836958665791228,是,是,配电箱,16.43685265732706,0.9936055236619549,0.22579658669556021,0.7631176427677079,0.7997390884208634,0.6180073555614255,0.8693500985984554
0.6766631310179447,0.5462129889522734,否,0.7525265659109381,0.49505319756259497,2.97541727966655,高级,≥2次,≥2次,2.1292447749874555,23.190894333130913,0.7998747968117845,是,是,0.49550541623363265,0.7418004464341164,是,否,配电箱,26.30156400275543,0.3858418848642356,0.15466702503082788,0.775118077973532,0.7354403577534664,2.1163573433193634,0.5633404411054725
0.09561327573980044,0.1646990492551024,否,0.7734663778471691,0.6115367293285916,14.047460667287838,高级,≥2次,≥2次,6.007085866003763,25.87608539718278,0.29697068152057865,是,是,0.9282101579704792,0.7567979131026294,是,是,配电箱,5.602716860077817,0.6226296082092571,0.5388601163766215,0.9045934671879254,0.40056107018764175,5.92045407608292,0.599148654771348
0.21805193017451593,0.40697566907545435,否,0.8537058745185943,0.5333690626703813,5.4603996202525344,高级,≥2次,≥2次,3.265740676142741,17.520634353875675,0.39736896379787073,是,是,0.6518584072111293,0.384790867446871,是,否,配电箱,17.658272273600684,0.7921178818438152,0.626882754161623,0.9030704909539979,0.8069646643888578,1.7350586152147995,0.4303232822449132
0.35504670332027577,0.272410706514027,否,0.7120512123242014,0.6302258963173518,3.0240650959222055,高级,≥2次,≥2次,4.770592493878212,20.959487816658534,0.35480386975299916,是,是,0.8082815357417733,0.7806133262647942,是,是,配电箱,1.0996136117955526,0.848173685857873,0.15608786058083704,0.7860321916053585,0.44154946123935057,2.2125289197742593,0.7623526965223886
0.6875930462631036,0.40076426633365153,否,0.6153221251931629,0.5388606504624879,16.676861963547402,高级,≥2次,≥2次,6.396541787253227,29.814102029720175,0.26284042011192665,是,是,0.8176155564555196,0.5687360421281816,是,是,配电箱,66.54152104218957,0.8979574798835059,0.3892612642219561,0.924670607268238,0.8919796989848515,4.850348240235219,0.32968291129306476
0.5298158766249009,0.2282068420416868,否,0.48436144962620487,0.5111605951655126,4.9329485869648275,高级,≥2次,≥2次,1.4858830577577464,40.61588197890136,0.024011555134774657,否,是,0.10869714026418525,0.6965871658438196,是,是,配电箱,5.155843323132867,0.7157951265457037,0.24115777668363178,0.7063275118882291,0.678607381306323,2.743715053591485,0.7382249418416187
0.8864966236982952,0.608148647089512,否,0.6692943330944404,0.6279664361212105,21.881455344861568,高级,≥2次,≥2次,4.477524872345384,39.1499348178762,0.10923231480806762,是,是,0.6191899635775314,0.9000855551339458,是,是,配电箱,4.736833185225754,0.802789340378875,0.16615688250119348,0.8037872862374279,0.6701463787314806,4.267240216742727,0.7460559757562109
